employed,bank_balance,annual_salary,DEFAULT,log_bank_balance,log_annual_salary,balance_to_salary,employed_x_log_salary
1,17458.32,386269.08,0,9.767628882472515,12.864292092897829,0.04519730132165898,12.864292092897829
1,7388.4,472516.68,0,8.90780181984772,13.065830443205318,0.015636273411554488,13.065830443205318
0,13434.84,198672.84,0,9.505681042355235,12.199419764110072,0.0676229322538501,0.0
1,5937.84,652617.36,0,8.689269107090572,13.388747796364983,0.009098501455738168,13.388747796364983
0,5386.56,189593.64,0,8.59184787124094,12.152643598361259,0.028411079612164207,0.0
0,7018.8,269159.28,0,8.856490006585519,12.503062317575157,0.026076752768843785,0.0
1,10963.08,562886.76,0,9.302379754003134,13.240835526678485,0.01947652845840609,13.240835526678485
0,17087.28,271613.88,0,9.746148127393466,12.512140459616617,0.06291018706407787,0.0
0,17996.64,158287.8,0,9.797995917171377,11.972176491628874,0.11369568595937274,0.0
1,8304.36,573679.32,0,9.02465636848902,13.25982758635856,0.014475613309540253,13.25982758635856
1,4217.4,421049.88,0,8.34721118821626,12.950508960469017,0.010016390457111637,12.950508960469017
1,8911.56,454377.84,0,9.095216796817702,13.026686578403398,0.01961266420915245,13.026686578403398
1,7837.44,473875.08,0,8.966795113953552,13.068701131898075,0.0165390423146961,13.068701131898075
1,10465.68,501450.84,0,9.255952157112773,13.125262849868482,0.020870799618163967,13.125262849868482
1,10047.12,617661.24,0,9.215140831311826,13.333697049817095,0.016266392237919935,13.333697049817095
1,13819.56,515009.64,0,9.53391261748479,13.15194283962663,0.02683359480416716,13.15194283962663
0,2646.72,202475.4,0,7.881454171284743,12.218378615527167,0.01307181020509158,0.0
0,20282.76,228630.84,0,9.91757584485911,12.339868303233605,0.08871401600938876,0.0
1,4905.24,650483.28,0,8.49826314331208,13.38547241061656,0.007540916347611578,13.38547241061656
1,14863.32,600800.16,0,9.606718989347181,13.306019310189185,0.024739207792487936,13.306019310189185
1,14739.72,448902.0,0,9.59836901122608,13.014562107750589,0.03283505085742545,13.014562107750589
1,9851.04,572958.48,0,9.195433819321508,13.258570277664129,0.017193287723047578,13.258570277664129
1,10289.88,380260.2,0,9.23901334509373,12.848613663994147,0.02706010252979407,12.848613663994147
1,6763.44,511695.0,0,8.819434758168908,13.14548597768231,0.01321771758567115,13.14548597768231
0,15395.64,157447.68,0,9.641904582778423,11.966854842880183,0.0977825776791376,0.0
0,18069.36,318685.68,0,9.802028305911342,12.671963704740662,0.056699629553483545,0.0
0,10848.48,202587.6,0,9.291872431552823,12.21893260070421,0.05354957559100359,0.0
1,0.0,599478.96,0,0.0,13.303817825034436,0.0,13.303817825034436
0,15534.0,125571.84,0,9.650850821827147,11.740641267594338,0.12370607932479129,0.0
0,15306.6,190649.64,0,9.636104716076158,12.158197922216871,0.08028654027356148,0.0
1,18439.08,585202.92,0,9.822281835495968,13.279715646670265,0.031508865335121705,13.279715646670265
1,15990.24,469717.68,0,9.679796351289065,13.059889241290279,0.03404223575318689,13.059889241290279
1,5904.96,400549.08,0,8.683717289507483,12.90059408136862,0.01474216343225654,12.90059408136862
1,9194.76,557739.48,0,9.126497787238895,13.231649043569996,0.016485761416781902,13.231649043569996
1,8281.56,761195.76,0,9.021907378337367,13.542647157957868,0.010879671741734346,13.542647157957868
1,0.0,389778.48,0,0.0,12.873336422289231,0.0,12.873336422289231
1,17767.92,442393.92,0,9.785206142711967,12.999958246303358,0.040163119782478024,12.999958246303358
1,11868.72,544131.0,0,9.381745898445963,13.206947143462868,0.02181224741836065,13.206947143462868
1,15628.08,404345.16,0,9.65688856051871,12.910026621755739,0.03865034516550168,12.910026621755739
1,12534.6,656361.24,0,9.436327875422124,13.394468110644553,0.01909710573403146,13.394468110644553
1,0.0,523898.76,0,0.0,13.169055647293515,0.0,13.169055647293515
1,10392.36,460361.04,0,9.24892241968764,13.039768502387233,0.02257436902132292,13.039768502387233
1,8289.6,577685.64,0,9.022877621867355,13.266786855311878,0.014349672946691214,13.266786855311878
1,7173.12,378931.44,0,8.878235385022307,12.845113209599416,0.018929862351880856,12.845113209599416
1,5153.88,615734.64,0,8.5476991178096,13.330572994557777,0.008370294060441362,13.330572994557777
1,16777.92,475739.28,0,9.727878615613738,13.072627354051102,0.035267047951138275,13.072627354051102
0,18936.72,238637.88,0,9.848910979345963,12.3827067259158,0.07935337005172859,0.0
1,10284.84,319868.28,0,9.23852347109041,12.675667691317056,0.032153360126862214,12.675667691317056
0,9029.52,194535.36,0,9.108365230578059,12.178374365443407,0.04641582897834101,0.0
0,9296.88,182324.76,0,9.137541696165956,12.113550256224386,0.05099077053495092,0.0
1,8740.44,541580.64,0,9.075830214803588,13.20224910044873,0.016138760056120176,13.20224910044873
1,923.88,340705.08,0,6.8296639993670665,12.738775449101801,0.0027116707505505933,12.738775449101801
1,2357.52,496161.48,0,7.765789582654442,13.114658732709401,0.004751517590603769,13.114658732709401
0,11385.0,171571.44,0,9.340139809511028,12.052760847076858,0.06635719791126075,0.0
1,5183.04,472438.56,0,8.553339954051724,13.065665102390154,0.010970823380716426,13.065665102390154
1,5539.68,554654.52,0,8.61987251589125,13.226102515339404,0.009987622565484548,13.226102515339404
1,6864.24,396555.72,0,8.83422627753272,12.890574361528516,0.017309648187649393,12.890574361528516
1,4026.84,615101.28,0,8.30098553110314,13.329543841903945,0.006546629199015811,13.329543841903945
1,6122.88,724772.64,0,8.719951161549664,13.49361466439613,0.008448001017256943,13.49361466439613
0,12061.92,288463.8,0,9.397891563693936,12.572328347087804,0.041814328175667104,0.0
0,1949.4,158901.0,0,7.575789758727007,11.976042938978008,0.012268015934449752,0.0
1,11190.36,606449.64,0,9.322897331007622,13.315378619058425,0.018452249390402804,13.315378619058425
0,10719.96,142868.16,0,9.279955982854036,11.869684525371072,0.07503393338305749,0.0
1,15993.36,533941.92,0,9.67999143907919,13.188044220843272,0.029953370209254218,13.188044220843272
1,16852.56,420517.32,0,9.732317189429276,12.949243324628045,0.040075780945241446,12.949243324628045
0,13787.64,198938.28,0,9.531600343733867,12.200754931518192,0.06930611846045918,0.0
1,4418.64,691161.96,0,8.393813523790877,13.446130907073133,0.006393060173624139,13.446130907073133
1,5393.64,551408.04,0,8.593161147013522,13.22023217206929,0.009781576634247117,13.22023217206929
1,9840.24,619015.92,0,9.19433699836708,13.335887885703494,0.015896586310736562,13.335887885703494
0,7437.0,189007.44,0,8.914357274485015,12.149546949129382,0.039347657425548965,0.0
1,12572.64,557003.64,0,9.43935783802575,13.230328849215837,0.02257191712427588,13.230328849215837
1,2926.08,566326.68,0,7.981760618057362,13.24692812959358,0.005166770528981611,13.24692812959358
1,2238.0,545166.6,0,7.713784616598755,13.208848549305674,0.004105167117721445,13.208848549305674
1,17064.24,458688.36,0,9.744798925115337,13.036128484327568,0.03720225209115837,13.036128484327568
1,4605.6,737103.48,0,8.435245336768805,13.510484925031655,0.006248240749046526,13.510484925031655
1,13913.28,549625.2,0,9.54067092989761,13.216993689787527,0.025314123151558555,13.216993689787527
1,10595.88,206180.88,0,9.268314897151107,12.236513970854997,0.05139118622444525,12.236513970854997
1,17558.76,785494.2,0,9.773365199669739,13.574069625901663,0.022353774222648618,13.574069625901663
0,20668.32,231737.04,0,9.936405754214976,12.353362874760906,0.08918867695902218,0.0
0,9287.04,174706.92,0,9.136482830000668,12.070870829954314,0.053157825688873686,0.0
1,11498.04,393795.36,0,9.350018832605969,12.883589201873747,0.02919800781807079,12.883589201873747
1,14490.36,816450.96,0,9.581307888743346,13.612723353164478,0.017747985745524754,13.612723353164478
1,12679.32,366559.2,0,9.44780646426584,12.811918043300443,0.03459010168071078,12.811918043300443
1,1411.68,558603.24,0,7.25324388852994,13.233196522868989,0.0025271604224851975,13.233196522868989
1,7163.52,697060.32,0,8.87689634569439,13.454628662917385,0.010276757684327809,13.454628662917385
1,0.0,572755.56,0,0.0,13.2582160537639,0.0,13.2582160537639
0,6499.92,196028.4,0,8.779698984329643,12.186019926963779,0.033158052608703636,0.0
1,13430.16,540240.24,0,9.505332659577304,13.199771059522263,0.02485960690377303,13.199771059522263
0,9723.84,245984.04,0,9.182438715909145,12.413026000057183,0.03953036953129154,0.0
1,3258.6,394201.44,0,8.089359767446064,12.884619863432995,0.008266332056016842,12.884619863432995
1,13372.8,572568.24,0,9.501052848112993,13.25788895032893,0.023355818688092094,13.25788895032893
1,10404.36,402491.76,0,9.250076336979813,12.905432388101337,0.025849870814746618,12.905432388101337
0,14121.48,211592.52,0,9.555523133018559,12.262422354678836,0.06673903217372712,0.0
1,7322.76,509584.32,0,8.898879136278786,13.141352575917786,0.014370065389767095,13.141352575917786
1,3271.44,665392.08,0,8.093291163009404,13.408133242752893,0.004916559872489015,13.408133242752893
1,5396.88,595721.16,0,8.593761562875125,13.29752966285773,0.00905940624972932,13.29752966285773
0,9933.24,128082.36,0,9.203742654827847,11.760436580930499,0.07755353664626417,0.0
1,5160.0,407102.64,0,8.548885638148727,12.916823075743164,0.012674936227384819,12.916823075743164
1,0.0,381909.12,0,0.0,12.852940571946043,0.0,12.852940571946043
0,18688.08,220855.08,0,9.835694675054002,12.305266546643464,0.0846169352319177,0.0
1,11138.88,404665.92,0,9.318286741430438,12.910819587962928,0.027526113392499173,12.910819587962928
1,16481.4,589221.6,0,9.71004842392825,13.286559319929363,0.027971479660623442,13.286559319929363
0,11412.84,223218.36,0,9.342581933125615,12.315910244078994,0.05112858996007318,0.0
0,15506.52,276790.2,0,9.649080346544974,12.531018710312765,0.05602264820069497,0.0
1,6986.28,297129.6,0,8.851846632173423,12.601927051771384,0.023512568253045138,12.601927051771384
0,4073.04,231695.76,0,8.312390415098886,12.353184726723214,0.01757925997437329,0.0
1,4919.76,535693.08,0,8.50121826910157,13.19131853084663,0.009183915536112582,13.19131853084663
1,14597.4,643678.2,0,9.588667212650014,13.37495574432925,0.022678102194543796,13.37495574432925
1,7181.52,529491.24,0,8.879405575395339,13.179673788580986,0.013563057247179388,13.179673788580986
0,17844.0,214252.8,1,9.789478635924262,12.274916572592122,0.08328479254413479,0.0
1,11325.6,719722.08,0,9.334909220725306,13.486621805899304,0.0157360741246121,13.486621805899304
1,0.0,594309.0,0,0.0,13.295156347731782,0.0,13.295156347731782
0,11955.36,250598.88,0,9.389018633355336,12.431612842593232,0.04770715655233575,0.0
0,8979.6,134984.04,0,9.102821974208979,11.812919236465337,0.06652342010210985,0.0
1,3896.88,184938.24,0,8.26818809457568,12.127782617682286,0.021071250596956043,12.127782617682286
0,6904.56,192068.16,0,8.840082163206613,12.165610794483806,0.03594848828665824,0.0
1,5300.88,432146.88,0,8.575816753624151,12.976523123464712,0.012266384984660771,12.976523123464712
1,14263.68,474318.72,0,9.565541830868822,13.069636888062304,0.03007193137981145,13.069636888062304
1,1141.8,616454.4,0,7.041236670356618,13.331741255092869,0.0018522051266079047,13.331741255092869
1,12187.32,518625.48,0,9.408233395094049,13.158939211330784,0.023499269646373718,13.158939211330784
1,15102.84,539180.04,0,9.622704295108834,13.197806674757247,0.02801075499753292,13.197806674757247
0,14138.88,93003.48,0,9.55675445285161,11.440402943018167,0.1520252790540741,0.0
1,8778.36,527472.72,0,9.080158791033847,13.175854323186092,0.01664230142555998,13.175854323186092
1,4201.08,533462.4,0,8.343334919776785,13.187145743809227,0.007875119221148481,13.187145743809227
1,5026.2,442821.36,0,8.522618448061301,13.000923975379997,0.011350400983367199,13.000923975379997
1,6398.76,472722.48,0,8.76401576864462,13.066265887644176,0.013535975695507437,13.066265887644176
1,1143.6,388312.68,0,7.042810509975002,12.869568745591067,0.002945049334984374,12.869568745591067
0,17436.12,191196.0,0,9.766356546211574,12.161059589099773,0.09119500407958325,0.0
1,4231.68,472856.88,0,8.350590641159702,13.066550157209104,0.008949177180207255,13.066550157209104
0,8834.88,169295.88,0,9.086575983641993,12.039409139126843,0.05218603075278618,0.0
1,15677.76,494695.56,0,9.660062209144629,13.111699843482304,0.03169173380088554,13.111699843482304
1,13789.8,542337.48,0,9.531756982157592,13.203645587346672,0.025426603376185616,13.203645587346672
1,8438.76,692151.36,0,9.040709151166734,13.447561383775604,0.012192073132674333,13.447561383775604
0,16329.6,226371.72,0,9.700795927481817,12.329938123351448,0.0721362191354998,0.0
1,377.4,639448.2,0,5.935951837177723,13.36836245978554,0.0005901963599240721,13.36836245978554
1,11858.52,582844.32,0,9.380886199557317,13.275677112805576,0.02034594761084744,13.275677112805576
1,4320.24,287130.6,0,8.371297677087943,12.56769592623135,0.015046254213239551,12.56769592623135
1,7769.76,398715.36,0,8.958123250676215,12.896005565886016,0.019486984399096137,12.896005565886016
0,0.0,117801.48,0,0.0,11.676764602609598,0.0,0.0
1,5342.88,383695.44,0,8.583707259874542,12.857606998110167,0.013924794102322405,12.857606998110167
0,10542.48,209960.88,0,9.263262938378965,12.254681269412641,0.05021163942540153,0.0
0,4029.96,261118.44,0,8.301759839971925,12.472733206147737,0.015433456174140747,0.0
1,7999.32,365261.64,0,8.987236819861995,12.808371935448106,0.021900246628690598,12.808371935448106
1,9766.56,488849.52,0,9.186821969730937,13.09981203665423,0.019978663372728685,13.09981203665423
1,10035.6,655286.16,0,9.213993690474085,13.392828830756574,0.01531483588788141,13.392828830756574
1,11609.76,396661.32,0,9.35968753335912,12.89084061837637,0.029268697033529762,12.89084061837637
0,26469.6,171257.88,1,10.183789962134632,12.050931608794697,0.15455989528773798,0.0
0,15098.28,140066.64,0,9.622402339546982,11.849880727772653,0.10779354741428794,0.0
1,14877.6,481286.04,0,9.60767921793921,13.084219127856148,0.030912178545631618,13.084219127856148
0,0.0,165123.6,0,0.0,12.014455619414425,0.0,0.0
0,11134.68,269680.56,0,9.317909646529142,12.504997134524851,0.04128840432547307,0.0
0,16680.36,255589.2,0,9.722047207361141,12.451330659592417,0.06526238197858125,0.0
1,4926.0,641654.52,0,8.502485562543963,13.371806865456456,0.007677028442034508,13.371806865456456
1,876.96,368180.88,0,6.777601034510755,12.816332334185573,0.002381872736031268,12.816332334185573
1,9487.2,543637.2,0,9.157804200273352,13.20603923104916,0.01745134438923606,13.20603923104916
1,9474.0,390958.8,0,9.156412029950626,12.87636002038262,0.024232732451603598,12.87636002038262
1,9496.32,555830.88,0,9.1587649325263,13.228221153407734,0.01708490899246188,13.228221153407734
1,5748.48,447070.56,0,8.656864694919316,13.01047395026821,0.012858104546181703,13.01047395026821
1,10663.32,346797.48,0,9.274658868910205,12.756499140949277,0.03074797429323881,12.756499140949277
1,15412.68,513983.4,0,9.643010705774703,13.149948193782173,0.02998672719780444,13.149948193782173
0,8547.36,280103.4,0,9.053494730666868,12.542917669800293,0.030515016954453248,0.0
0,15487.44,220896.6,0,9.647849218203737,12.305454524704553,0.07011171742797309,0.0
1,1516.32,531371.16,0,7.324700899753227,13.183217921022015,0.0028535986032813673,13.183217921022015
1,9352.56,733906.68,0,9.143512298479456,13.50613852311936,0.012743527555846745,13.50613852311936
1,8369.88,593721.12,0,9.032514295352433,13.294166677439057,0.01409732569392175,13.294166677439057
1,7283.64,523320.36,0,8.893523300798792,13.16795100941376,0.013918128467235634,13.16795100941376
0,21634.8,256937.04,0,9.982104629095755,12.45659024531645,0.08420272919778324,0.0
1,10801.08,495318.72,0,9.287493987161332,13.11295873203775,0.021806323007537452,13.11295873203775
1,11595.36,401291.76,0,9.35844653474765,12.902446514726698,0.028895086208597955,12.902446514726698
1,8052.72,428269.32,0,8.993889375473076,12.967509863980725,0.018802934564633302,12.967509863980725
1,2058.72,282071.88,0,7.6303253302152525,12.549920756246772,0.007298565174238565,12.549920756246772
1,17789.76,543127.32,0,9.786434500376949,13.205100887756414,0.03275430887917772,13.205100887756414
1,7687.92,557574.84,0,8.94753561050413,13.23135380893881,0.013788140081787048,13.23135380893881
0,8473.92,216940.2,0,9.044866492676075,12.287381628062269,0.039061086880163284,0.0
0,21296.28,244314.12,1,9.96633464401272,12.406214146448134,0.08716761847411848,0.0
1,10998.0,309220.92,0,9.305559638557117,12.641814485808773,0.03556680447105584,12.641814485808773
1,15255.24,432642.0,0,9.632743878671985,12.977668186544237,0.035260654305407244,12.977668186544237
1,1326.84,568069.32,0,7.191308840850138,13.250000492857254,0.002335700861296294,13.250000492857254
1,20967.12,453831.48,0,9.950758467993351,13.02548342214697,0.0462002327383724,13.02548342214697
1,22675.2,587474.04,1,10.029071195302988,13.28358903899155,0.038597790635991336,13.28358903899155
1,326.4,252622.08,0,5.791182664937034,12.439653854479118,0.0012920485810266466,12.439653854479118
1,8954.76,421918.2,0,9.100052179682047,12.95256910549127,0.02122392444791431,12.95256910549127
0,22792.68,247862.4,1,10.034238583535,12.420633066945907,0.09195698903907976,0.0
0,9767.88,244698.36,0,9.186957101822761,12.407785633979856,0.03991804440373037,0.0
1,5993.52,466789.92,0,8.698600997533836,13.053636727620091,0.012839865950832873,13.053636727620091
1,10237.92,435269.4,0,9.23395142428128,12.983722726147253,0.023520881550598317,12.983722726147253
1,5696.76,384772.08,0,8.64782839412866,12.860409036906526,0.01480554410288813,12.860409036906526
1,14830.56,430065.36,0,9.604512621777687,12.971694801344173,0.034484432784821356,12.971694801344173
1,7448.16,530565.24,0,8.915856553338804,13.181700092577872,0.014038160509723554,13.181700092577872
1,2640.36,454560.36,0,7.879049215010524,13.027088188987799,0.005808601524338815,13.027088188987799
0,15658.92,216888.96,0,9.658859860974912,12.287145407131352,0.07219786567283093,0.0
0,19297.8,268296.6,0,9.867798196794157,12.499852091163122,0.07192711350050653,0.0
1,3077.64,451884.72,0,8.032243220010425,13.021184594988599,0.006810675076599182,13.021184594988599
0,13843.2,230699.76,0,9.53562165134259,12.34887673847805,0.060005263984669946,0.0
1,9262.8,374041.08,0,9.133869610633273,12.832123583436498,0.024764124838908066,12.832123583436498
0,13195.56,204768.48,0,9.487711468550195,12.229640137604894,0.06444136324106131,0.0
1,9394.56,484285.56,0,9.147992516244685,13.09043207661248,0.019398802640326503,13.09043207661248
1,5331.12,431092.08,0,8.581504186671758,12.97407930864629,0.012366545912882462,12.97407930864629
1,6048.36,297371.52,0,8.70770776030528,12.602740907931981,0.020339405737307994,12.602740907931981
1,21150.0,505495.92,0,9.959442464680574,13.133297224446851,0.04184010031178887,13.133297224446851
0,10201.2,223427.88,0,9.230358662289932,12.316848432105296,0.0456576860506397,0.0
1,16946.88,489420.72,0,9.73789803123991,13.100979809880446,0.03462640486491868,13.100979809880446
1,8586.0,569790.84,0,9.058004710672485,13.25302638012908,0.015068687309890767,13.25302638012908
1,16362.36,668556.48,0,9.70279996804247,13.412877655373013,0.024474162601789456,13.412877655373013
1,5918.88,509942.4,0,8.686071457402337,13.142055018149572,0.011606957962311037,13.142055018149572
1,16257.0,400501.56,0,9.696340374306518,12.90047543748011,0.04059160219001394,12.90047543748011
0,6855.48,184995.24,0,8.832949469495524,12.128090779529595,0.0370576021307359,0.0
1,11473.8,529040.52,0,9.347908605582957,13.178822195473103,0.021687941785631087,13.178822195473103
1,11577.84,412689.0,0,9.356934573397794,12.93045198477107,0.02805463678460051,12.93045198477107
1,6631.56,606157.92,0,8.799746132333585,13.314897474895869,0.010940317335126133,13.314897474895869
1,4059.24,453206.88,0,8.308997364149148,13.02410619545173,0.008956704275980982,13.02410619545173
1,8509.44,528499.56,0,9.049048924108611,13.177799143894518,0.016101129771990727,13.177799143894518
1,11747.76,694068.6,0,9.371502982088527,13.450327522644855,0.016925934986829833,13.450327522644855
1,4452.12,188432.52,0,8.401360253083467,12.14650054461923,0.023627131877236477,12.14650054461923
0,18874.32,179162.16,1,9.845610527615898,12.096052178031286,0.10534769172240388,0.0
1,0.0,481802.64,0,0.0,13.085291924136445,0.0,13.085291924136445
1,23573.76,468655.08,1,10.067931927174124,13.057624473524811,0.05030087372572596,13.057624473524811
1,6576.48,403267.8,0,8.791406972240878,12.90735861610345,0.016307972022561682,12.90735861610345
1,15084.72,408540.12,0,9.621503879986792,12.920347849170932,0.03692347277912387,12.920347849170932
1,14279.04,456202.68,0,9.5666180370101,13.03069465543733,0.03129977228542367,13.03069465543733
1,8252.16,472482.96,0,9.018351436294378,13.065759078249773,0.017465518756485946,13.065759078249773
1,10148.4,478794.12,0,9.225169869422182,13.07902806046698,0.021195749020476693,13.07902806046698
0,11492.16,236116.2,0,9.349507354789301,12.372083570907218,0.048671628630309986,0.0
1,2802.24,519913.32,0,7.938531170046658,13.1614193077509,0.00538982151871008,13.1614193077509
0,13523.4,171579.12,0,9.512250740438596,12.052805608508924,0.07881728266236591,0.0
0,5866.32,181913.88,0,8.677153249794028,12.111294164349081,0.03224778669994835,0.0
1,9214.8,531882.96,0,9.128674681311304,13.184180624231336,0.01732486410168132,13.184180624231336
1,6743.16,376662.12,0,8.81643222419267,12.83910648604688,0.017902410786622237,12.83910648604688
0,13107.24,209455.2,0,9.480996319080445,12.252269927273904,0.06257777319445876,0.0
1,861.48,383588.88,0,6.759811960230863,12.857329239995869,0.0022458419545425823,12.857329239995869
0,22069.68,163504.8,0,10.002005309831864,12.004603742696373,0.13497878961351595,0.0
0,10512.0,269694.84,0,9.26036786557583,12.50505008446307,0.03897738644165383,0.0
1,6649.32,364284.36,0,8.802420252792906,12.805692795529803,0.018253103152712898,12.805692795529803
1,10695.84,527340.48,0,9.277703649729558,13.175603587321284,0.02028260754797356,13.175603587321284
1,5578.08,327898.8,0,8.626779167230081,12.700463352890498,0.017011590161354662,12.700463352890498
0,6762.48,288984.48,0,8.81929282947601,12.574131723617853,0.02340084145695298,0.0
1,18364.2,360045.84,1,9.818212848474893,12.793989413079688,0.051005172008097635,12.793989413079688
1,11886.84,500283.0,0,9.383271307916766,13.122931216153386,0.02376023170885279,13.122931216153386
1,7084.8,513230.4,0,8.865848060358733,13.148482094575215,0.013804326477932718,13.148482094575215
0,8581.92,253842.12,0,9.057529460924462,12.4444717173886,0.033808100877821226,0.0
1,18484.56,502224.96,0,9.824745165745503,13.126805416922375,0.036805339185053645,13.126805416922375
1,14919.96,499676.16,0,9.610522214851358,13.121717488863226,0.02985925924502782,13.121717488863226
0,2823.96,250916.4,0,7.946249484188262,12.43287908028867,0.011254585192518306,0.0
1,6339.0,592732.08,0,8.754634047431272,13.292499458602482,0.010694545164486459,13.292499458602482
1,7107.0,368774.4,0,8.868976189274543,12.817943065619888,0.019271945124173476,12.817943065619888
1,8462.4,512198.28,0,9.043506263116566,13.146469047045676,0.01652172670318221,13.146469047045676
1,5478.24,578349.36,0,8.608721684192863,13.267935123183802,0.009472198603280205,13.267935123183802
0,5648.64,216625.2,0,8.639347105296325,12.285928566529396,0.026075636629533407,0.0
0,18036.96,127204.92,0,9.800233705182448,11.753562469685669,0.14179451549515537,0.0
1,16355.64,530615.04,0,9.702389210090484,13.181793950157244,0.030823928398260248,13.181793950157244
1,10905.24,540394.2,0,9.297090381478974,13.200056002719332,0.020180157374005865,13.200056002719332
0,13161.84,193776.72,0,9.485152987067782,12.17446700794966,0.06792271022029892,0.0
1,4430.64,574021.08,0,8.39652499769117,13.260423141460826,0.0077186015537965965,13.260423141460826
1,8080.8,603075.48,0,8.99736989898231,13.309799300170907,0.013399317776938967,13.309799300170907
1,12462.0,614077.68,0,9.430519533826377,13.327878342242101,0.02029384946868611,13.327878342242101
1,0.0,345155.04,0,0.0,12.751751883616343,0.0,12.751751883616343
1,6326.28,389173.44,0,8.752625722948768,12.871782953961665,0.016255682813297843,12.871782953961665
1,9809.64,395693.16,0,9.19122278998288,12.888396868609059,0.024791027471892615,12.888396868609059
0,18588.48,236427.48,0,9.830351108296293,12.373401031030964,0.07862233273391062,0.0
0,6800.52,142247.4,0,8.824901395596987,11.865330104122156,0.047807692794385,0.0
1,17952.72,299231.04,0,9.795552614784532,12.608974604910706,0.05999618221425158,12.608974604910706
1,10351.92,514137.96,0,9.245023884507436,13.150248858093827,0.020134517980349088,13.150248858093827
1,15109.8,375163.68,0,9.623164998934735,12.835120355222537,0.040275220671681225,12.835120355222537
1,12300.48,522120.6,0,9.417474859325264,13.165655789927664,0.023558695060106803,13.165655789927664
0,8439.36,177524.88,0,9.040780240708783,12.086871680086311,0.047539026642350074,0.0
0,12988.68,182104.32,0,9.471910475027112,12.112340480006146,0.0713254907956055,0.0
1,10925.4,528659.04,0,9.298937158206824,13.178100857751824,0.020666250216774876,13.178100857751824
0,11958.48,203947.92,0,9.389279548298546,12.22562484931614,0.058634969162715656,0.0
1,4245.36,702171.84,0,8.353817424349739,13.461934863529248,0.006046041379272629,13.461934863529248
0,9392.52,159603.6,0,9.147775368836934,11.980454785637637,0.05884904851770261,0.0
1,20599.2,612682.44,0,9.933056063468406,13.32560367043923,0.033621332447523716,13.32560367043923
0,6034.8,181847.64,0,8.705463684812603,12.11092997169594,0.03318602320052105,0.0
1,12401.64,710447.64,0,9.42566463215826,13.473651936784707,0.017456092893770467,13.473651936784707
1,0.0,419104.44,0,0.0,12.945877814024579,0.0,12.945877814024579
0,13044.96,231165.24,0,9.476233786277449,12.350892384357044,0.0564313215948903,0.0
1,12566.88,526797.12,0,9.438899631831312,13.174572680128115,0.023855255700714537,13.174572680128115
1,12683.16,460414.44,0,9.448109249895928,13.039884491323148,0.02754726806570185,13.039884491323148
0,11750.64,312130.68,0,9.37174808430078,12.65118042903508,0.037646539583997315,0.0
