employed,log_bank_balance,log_annual_salary,balance_to_salary,employed_x_log_salary,DEFAULT,PD,pred_fixed_0_5,pred_topK,risk_band
1,9.24892241968764,13.039768502387233,0.0225743690213229,13.039768502387233,0,0.08683931309876053,0,0,Standard
1,9.022877621867355,13.266786855311878,0.0143496729466912,13.266786855311878,0,0.02702325505601673,0,0,Standard
1,8.878235385022307,12.845113209599416,0.0189298623518808,12.845113209599416,0,0.007914966817585254,0,0,Standard
1,8.5476991178096,13.330572994557777,0.0083702940604413,13.330572994557777,0,0.00159262222420623,0,0,Standard
1,9.727878615613738,13.072627354051102,0.0352670479511382,13.072627354051102,0,0.6766148225298073,1,0,Review
0,9.848910979345964,12.3827067259158,0.0793533700517285,0.0,0,0.730187417778889,1,1,High
1,9.23852347109041,12.675667691317056,0.0321533601268622,12.675667691317056,0,0.06546988608136678,0,0,Standard
0,9.10836523057806,12.178374365443409,0.046415828978341,0.0,0,0.014659929860702796,0,0,Standard
0,9.137541696165956,12.113550256224386,0.0509907705349509,0.0,0,0.017183053203140713,0,0,Standard
1,9.075830214803588,13.20224910044873,0.0161387600561201,13.20224910044873,0,0.03523455067740335,0,0,Standard
1,6.8296639993670665,12.7387754491018,0.0027116707505505,12.7387754491018,0,2.7441666825967725e-08,0,0,Standard
1,7.765789582654442,13.1146587327094,0.0047515175906037,13.1146587327094,0,1.128380046971868e-05,0,0,Standard
0,9.340139809511028,12.052760847076858,0.0663571979112607,0.0,0,0.06444962318583078,0,0,Standard
1,8.553339954051724,13.065665102390154,0.0109708233807164,13.065665102390154,0,0.0012875536891632303,0,0,Standard
1,8.61987251589125,13.226102515339404,0.0099876225654845,13.226102515339404,0,0.0022410940329140932,0,0,Standard
1,8.83422627753272,12.890574361528516,0.0173096481876493,12.890574361528516,0,0.006245612877513588,0,0,Standard
1,8.30098553110314,13.329543841903943,0.0065466291990158,13.329543841903943,0,0.00035573004821256134,0,0,Standard
1,8.719951161549664,13.49361466439613,0.0084480010172569,13.49361466439613,0,0.005293500397540527,0,0,Standard
0,9.397891563693936,12.572328347087804,0.0418143281756671,0.0,0,0.11520351845894555,0,0,Standard
0,7.575789758727007,11.976042938978008,0.0122680159344497,0.0,0,7.174485795426546e-07,0,0,Standard
1,9.322897331007622,13.315378619058423,0.0184522493904028,13.315378619058423,0,0.15736196008968759,0,0,Standard
0,9.279955982854036,11.869684525371072,0.0750339333830574,0.0,0,0.04162738569718947,0,0,Standard
1,9.67999143907919,13.188044220843272,0.0299533702092542,13.188044220843272,0,0.6210505032708022,1,0,Review
1,9.732317189429276,12.949243324628045,0.0400757809452414,12.949243324628045,0,0.6697230452420615,1,0,Review
0,9.531600343733867,12.200754931518192,0.0693061184604591,0.0,0,0.2152810724964821,0,0,Standard
1,8.393813523790877,13.446130907073131,0.0063930601736241,13.446130907073131,0,0.0007000944791996422,0,0,Standard
1,8.593161147013522,13.22023217206929,0.0097815766342471,13.22023217206929,0,0.0018936271943318624,0,0,Standard
1,9.19433699836708,13.335887885703494,0.0158965863107365,13.335887885703494,0,0.0785414815025235,0,0,Standard
0,8.914357274485015,12.149546949129382,0.0393476574255489,0.0,0,0.004014202646196503,0,0,Standard
1,9.43935783802575,13.230328849215836,0.0225719171242758,13.230328849215836,0,0.26677228541789194,0,0,Standard
1,7.981760618057362,13.24692812959358,0.0051667705289816,13.24692812959358,0,4.7493150410525134e-05,0,0,Standard
1,7.713784616598755,13.208848549305674,0.0041051671177214,13.208848549305674,0,9.075271984564262e-06,0,0,Standard
1,9.744798925115337,13.036128484327568,0.0372022520911583,13.036128484327568,0,0.6963818663059641,1,0,Review
1,8.435245336768805,13.510484925031657,0.0062482407490465,13.510484925031657,0,0.0009585933366435881,0,0,Standard
1,9.54067092989761,13.216993689787529,0.0253141231515585,13.216993689787529,0,0.4065294295061401,0,0,Review
1,9.268314897151107,12.236513970854997,0.0513911862244452,12.236513970854997,0,0.06581066776144237,0,0,Standard
1,9.77336519966974,13.574069625901664,0.0223537742226486,13.574069625901664,0,0.7940104193420118,1,1,High
0,9.936405754214976,12.353362874760906,0.0891886769590221,0.0,0,0.8367787314281447,1,1,High
0,9.136482830000668,12.070870829954314,0.0531578256888736,0.0,0,0.01671755299377265,0,0,Standard
1,9.350018832605969,12.883589201873749,0.0291980078180707,12.883589201873749,0,0.14003018023888109,0,0,Standard
1,9.581307888743346,13.612723353164478,0.0177479857455247,13.612723353164478,0,0.5433278051242764,1,0,Review
1,9.44780646426584,12.811918043300444,0.0345901016807107,12.811918043300444,0,0.22711658582233918,0,0,Standard
1,7.25324388852994,13.233196522868989,0.0025271604224851,13.233196522868989,0,5.84286685827275e-07,0,0,Standard
1,8.87689634569439,13.454628662917385,0.0102767576843278,13.454628662917385,0,0.01320215382647665,0,0,Standard
1,0.0,13.2582160537639,0.0,13.2582160537639,0,9.772544051726364e-26,0,0,Standard
0,8.779698984329643,12.18601992696378,0.0331580526087036,0.0,0,0.0017149781608562058,0,0,Standard
1,9.505332659577304,13.199771059522265,0.024859606903773,13.199771059522265,0,0.3509578314818549,0,0,Review
0,9.182438715909145,12.413026000057185,0.0395303695312915,0.0,0,0.027443804328162687,0,0,Standard
1,8.089359767446064,12.884619863432995,0.0082663320560168,12.884619863432995,0,6.389802532180123e-05,0,0,Standard
1,9.501052848112993,13.25788895032893,0.023355818688092,13.25788895032893,0,0.3541044235244999,0,0,Review
1,9.250076336979811,12.905432388101335,0.0258498708147466,12.905432388101335,0,0.08017518603906507,0,0,Standard
0,9.55552313301856,12.262422354678836,0.0667390321737271,0.0,0,0.2477538026481746,0,0,Standard
1,8.898879136278786,13.141352575917786,0.014370065389767,13.141352575917786,0,0.011446956454817027,0,0,Standard
1,8.093291163009404,13.408133242752893,0.004916559872489,13.408133242752893,0,0.00010954121045919604,0,0,Standard
1,8.593761562875125,13.29752966285773,0.0090594062497293,13.29752966285773,0,0.002043055061140394,0,0,Standard
0,9.203742654827847,11.7604365809305,0.0775535366462641,0.0,0,0.02426835807219084,0,0,Standard
1,8.548885638148727,12.916823075743164,0.0126749362273848,12.916823075743164,0,0.0010960527157746322,0,0,Standard
1,0.0,12.852940571946045,0.0,12.852940571946045,0,6.291950038310791e-26,0,0,Standard
0,9.835694675054002,12.305266546643464,0.0846169352319177,0.0,0,0.7106812078889722,1,1,High
1,9.318286741430438,12.910819587962928,0.0275261133924991,12.910819587962928,0,0.1190911780205586,0,0,Standard
1,9.71004842392825,13.286559319929363,0.0279714796606234,13.286559319929363,0,0.6788980975272682,1,0,Review
0,9.342581933125617,12.315910244078994,0.0511285899600731,0.0,0,0.0719601981904358,0,0,Standard
0,9.649080346544974,12.531018710312765,0.0560226482006949,0.0,0,0.4083795562028187,0,0,Review
1,8.851846632173423,12.601927051771384,0.0235125682530451,12.601927051771384,0,0.005597509723494797,0,0,Standard
0,8.312390415098886,12.353184726723214,0.0175792599743732,0.0,0,0.0001031649775770423,0,0,Standard
1,8.50121826910157,13.19131853084663,0.0091839155361125,13.19131853084663,0,0.00105185962691195,0,0,Standard
1,9.588667212650014,13.37495574432925,0.0226781021945437,13.37495574432925,0,0.5093692104314589,1,0,Review
1,8.879405575395339,13.179673788580986,0.0135630572471793,13.179673788580986,0,0.01050100616140219,0,0,Standard
0,9.789478635924262,12.274916572592122,0.0832847925441347,0.0,1,0.6369941944555756,1,0,Review
1,9.334909220725306,13.486621805899304,0.0157360741246121,13.486621805899304,0,0.18794045082652416,0,0,Standard
1,0.0,13.295156347731782,0.0,13.295156347731782,0,1.0172724635395629e-25,0,0,Standard
0,9.389018633355336,12.431612842593232,0.0477071565523357,0.0,0,0.10131494286119726,0,0,Standard
0,9.10282197420898,11.812919236465335,0.0665234201021098,0.0,0,0.012110614442033355,0,0,Standard
1,8.26818809457568,12.127782617682286,0.021071250596956,12.127782617682286,0,9.985671959260455e-05,0,0,Standard
0,8.840082163206613,12.165610794483806,0.0359484882866582,0.0,0,0.002499066775828809,0,0,Standard
1,8.575816753624151,12.976523123464712,0.0122663849846607,12.976523123464712,0,0.0013638462794721164,0,0,Standard
1,9.565541830868822,13.069636888062304,0.0300719313798114,13.069636888062304,0,0.4219548501965671,0,0,Review
1,7.041236670356618,13.331741255092869,0.0018522051266079,13.331741255092869,0,1.8189039262685167e-07,0,0,Standard
1,9.408233395094047,13.158939211330784,0.0234992696463737,13.158939211330784,0,0.22108038832729673,0,0,Standard
1,9.622704295108834,13.197806674757247,0.0280107549975329,13.197806674757247,0,0.5330593059501969,1,0,Review
0,9.55675445285161,11.440402943018167,0.1520252790540741,0.0,0,0.30383239978433896,0,0,Standard
1,9.080158791033847,13.175854323186092,0.0166423014255599,13.175854323186092,0,0.03540848367198366,0,0,Standard
1,8.343334919776785,13.187145743809229,0.0078751192211484,13.187145743809229,0,0.00040055520707286073,0,0,Standard
1,8.522618448061301,13.000923975379996,0.0113504009833671,13.000923975379996,0,0.0010056573246479618,0,0,Standard
1,8.76401576864462,13.066265887644176,0.0135359756955074,13.066265887644176,0,0.004693033740592913,0,0,Standard
1,7.042810509975002,12.869568745591067,0.0029450493349843,12.869568745591067,0,1.1306877893520331e-07,0,0,Standard
0,9.766356546211574,12.161059589099771,0.0911950040795832,0.0,0,0.5988392298368062,1,0,Review
1,8.350590641159702,13.066550157209104,0.0089491771802072,13.066550157209104,0,0.00037320672595057066,0,0,Standard
0,9.086575983641993,12.039409139126844,0.0521860307527861,0.0,0,0.011791361251432602,0,0,Standard
1,9.660062209144629,13.111699843482304,0.0316917338008855,13.111699843482304,0,0.5792954297708955,1,0,Review
1,9.531756982157592,13.203645587346672,0.0254266033761856,13.203645587346672,0,0.3907485088746318,0,0,Review
1,9.040709151166734,13.447561383775604,0.0121920731326743,13.447561383775604,0,0.03505246152363142,0,0,Standard
0,9.700795927481815,12.329938123351448,0.0721362191354998,0.0,0,0.4823187906440874,0,0,Review
1,5.935951837177723,13.36836245978554,0.000590196359924,13.36836245978554,0,2.5584459015356835e-10,0,0,Standard
1,9.380886199557317,13.275677112805576,0.0203459476108474,13.275677112805576,0,0.2066019532129831,0,0,Standard
1,8.371297677087943,12.56769592623135,0.0150462542132395,12.56769592623135,0,0.00027052487492589824,0,0,Standard
1,8.958123250676215,12.896005565886016,0.0194869843990961,12.896005565886016,0,0.013507963594812617,0,0,Standard
0,0.0,11.676764602609598,0.0,0.0,0,9.885311487933986e-27,0,0,Standard
1,8.583707259874542,12.857606998110167,0.0139247941023224,12.857606998110167,0,0.0012898327064676293,0,0,Standard
0,9.263262938378965,12.25468126941264,0.0502116394254015,0.0,0,0.04210765711090571,0,0,Standard
0,8.301759839971925,12.472733206147735,0.0154334561741407,0.0,0,0.00010948674547371631,0,0,Standard
1,8.987236819861995,12.808371935448106,0.0219002466286905,12.808371935448106,0,0.015152532270120374,0,0,Standard
1,9.186821969730936,13.09981203665423,0.0199786633727286,13.09981203665423,0,0.06304150345710798,0,0,Standard
1,9.213993690474084,13.392828830756574,0.0153148358878814,13.392828830756574,0,0.09174084708003623,0,0,Standard
1,9.35968753335912,12.89084061837637,0.0292686970335297,12.89084061837637,0,0.14824603899269173,0,0,Standard
0,10.183789962134632,12.050931608794697,0.1545598952877379,0.0,1,0.9769927360966085,1,1,High
0,9.622402339546982,11.849880727772652,0.1077935474142879,0.0,0,0.35383672300168106,0,0,Review
1,9.60767921793921,13.084219127856148,0.0309121785456316,13.084219127856148,0,0.49137887140455444,0,0,Review
0,0.0,12.014455619414424,0.0,0.0,0,1.5396582002181018e-26,0,0,Standard
0,9.317909646529142,12.504997134524851,0.041288404325473,0.0,0,0.06837286207557354,0,0,Standard
0,9.72204720736114,12.451330659592417,0.0652623819785812,0.0,0,0.526508764148069,1,0,Review
1,8.502485562543963,13.371806865456456,0.0076770284420345,13.371806865456456,0,0.001258715426166335,0,0,Standard
1,6.777601034510755,12.816332334185573,0.0023818727360312,12.816332334185573,0,2.1776913237115775e-08,0,0,Standard
1,9.157804200273352,13.20603923104916,0.017451344389236,13.20603923104916,0,0.05751685669486139,0,0,Standard
1,9.156412029950626,12.87636002038262,0.0242327324516035,12.87636002038262,0,0.04498716451703614,0,0,Standard
1,9.1587649325263,13.228221153407734,0.0170849089924618,13.228221153407734,0,0.058832427664456365,0,0,Standard
1,8.656864694919316,13.01047395026821,0.0128581045461817,13.01047395026821,0,0.002313105667330752,0,0,Standard
1,9.274658868910205,12.756499140949275,0.0307479742932388,12.756499140949275,0,0.08489704367136143,0,0,Standard
1,9.643010705774705,13.149948193782173,0.0299867271978044,13.149948193782173,0,0.5579342770400858,1,0,Review
0,9.053494730666868,12.542917669800293,0.0305150169544532,0.0,0,0.01327218991985431,0,0,Standard
0,9.647849218203737,12.305454524704553,0.070111717427973,0.0,0,0.38924195876155354,0,0,Review
1,7.324700899753227,13.183217921022017,0.0028535986032813,13.183217921022017,0,8.515693459827179e-07,0,0,Standard
1,9.143512298479456,13.50613852311936,0.0127435275558467,13.50613852311936,0,0.06721741197778792,0,0,Standard
1,9.032514295352431,13.294166677439057,0.0140973256939217,13.294166677439057,0,0.029298179523762916,0,0,Standard
1,8.893523300798792,13.16795100941376,0.0139181284672356,13.16795100941376,0,0.011332261863787366,0,0,Standard
0,9.982104629095756,12.45659024531645,0.0842027291977832,0.0,0,0.8768717359919134,1,1,High
1,9.287493987161332,13.11295873203775,0.0218063230075374,13.11295873203775,0,0.11348055292549983,0,0,Standard
1,9.35844653474765,12.902446514726698,0.0288950862085979,12.902446514726698,0,0.14815614859720252,0,0,Standard
1,8.993889375473076,12.967509863980723,0.0188029345646333,12.967509863980723,0,0.017794486808203218,0,0,Standard
1,7.630325330215252,12.549920756246772,0.0072985651742385,12.549920756246772,0,2.8377114065043404e-06,0,0,Standard
1,9.786434500376949,13.205100887756414,0.0327543088791777,13.205100887756414,0,0.7669661124308516,1,1,High
1,8.94753561050413,13.23135380893881,0.013788140081787,13.23135380893881,0,0.016625936378158606,0,0,Standard
0,9.044866492676077,12.287381628062269,0.0390610868801632,0.0,0,0.010354948501150306,0,0,Standard
0,9.96633464401272,12.406214146448134,0.0871676184741184,0.0,1,0.8641375484413846,1,1,High
1,9.305559638557115,12.641814485808773,0.0355668044710558,12.641814485808773,0,0.09607443439356919,0,0,Standard
1,9.632743878671985,12.977668186544236,0.0352606543054072,12.977668186544236,0,0.5170145780715368,1,0,Review
1,7.191308840850138,13.250000492857254,0.0023357008612962,13.250000492857254,0,4.1015800158382695e-07,0,0,Standard
1,9.950758467993351,13.02548342214697,0.0462002327383724,13.02548342214697,0,0.8992203027369114,1,1,High
1,10.029071195302988,13.28358903899155,0.0385977906359913,13.28358903899155,1,0.9434854414013537,1,1,High
1,5.791182664937034,12.439653854479118,0.0012920485810266,12.439653854479118,0,3.980710212312381e-11,0,0,Standard
1,9.100052179682049,12.95256910549127,0.0212239244479143,12.95256910549127,0,0.0336952495385401,0,0,Standard
0,10.034238583535,12.420633066945909,0.0919569890390797,0.0,1,0.9129034656463163,1,1,High
0,9.18695710182276,12.407785633979856,0.0399180444037303,0.0,0,0.0281517700663969,0,0,Standard
1,8.698600997533836,13.053636727620091,0.0128398659508328,13.053636727620091,0,0.0031052877391054153,0,0,Standard
1,9.23395142428128,12.983722726147253,0.0235208815505983,12.983722726147253,0,0.07670789100901525,0,0,Standard
1,8.64782839412866,12.860409036906526,0.0148055441028881,12.860409036906526,0,0.0019212774075415089,0,0,Standard
1,9.604512621777689,12.971694801344173,0.0344844327848213,12.971694801344173,0,0.47029840906903886,0,0,Review
1,8.915856553338804,13.181700092577872,0.0140381605097235,13.181700092577872,0,0.013141129647587176,0,0,Standard
1,7.879049215010524,13.0270881889878,0.0058086015243388,13.0270881889878,0,2.0489178418503363e-05,0,0,Standard
0,9.658859860974912,12.287145407131352,0.0721978656728309,0.0,0,0.40713497095697876,0,0,Review
0,9.867798196794157,12.499852091163122,0.0719271135005065,0.0,0,0.7584206328425633,1,1,High
1,8.032243220010425,13.0211845949886,0.0068106750765991,13.0211845949886,0,5.1533126482758914e-05,0,0,Standard
0,9.53562165134259,12.34887673847805,0.0600052639846699,0.0,0,0.22748114370326758,0,0,Standard
1,9.133869610633273,12.832123583436498,0.024764124838908,12.832123583436498,0,0.03807756794963368,0,0,Standard
0,9.487711468550197,12.229640137604894,0.0644413632410613,0.0,0,0.16879730069082555,0,0,Standard
1,9.147992516244685,13.09043207661248,0.0193988026403265,13.09043207661248,0,0.0497545945535048,0,0,Standard
1,8.581504186671758,12.97407930864629,0.0123665459128824,12.97407930864629,0,0.0014092931248543554,0,0,Standard
1,8.70770776030528,12.60274090793198,0.0203394057373079,12.60274090793198,0,0.0022643817084881976,0,0,Standard
1,9.959442464680574,13.133297224446853,0.0418401003117888,13.133297224446853,0,0.9079044863135343,1,1,High
0,9.230358662289932,12.316848432105296,0.0456576860506397,0.0,0,0.03518750543082424,0,0,Standard
1,9.73789803123991,13.100979809880446,0.0346264048649186,13.100979809880446,0,0.6939401290791114,1,0,Review
1,9.058004710672485,13.25302638012908,0.0150686873098907,13.25302638012908,0,0.03299376633004638,0,0,Standard
1,9.70279996804247,13.412877655373013,0.0244741626017894,13.412877655373013,0,0.6872476267605303,1,0,Review
1,8.686071457402337,13.142055018149572,0.011606957962311,13.142055018149572,0,0.003110994411859038,0,0,Standard
1,9.696340374306518,12.90047543748011,0.0405916021900139,12.90047543748011,0,0.6101033165154867,1,0,Review
0,8.832949469495524,12.128090779529597,0.0370576021307359,0.0,0,0.0023208964748960984,0,0,Standard
1,9.347908605582957,13.178822195473105,0.021687941785631,13.178822195473105,0,0.1643812559519699,0,0,Standard
1,9.356934573397794,12.93045198477107,0.0280546367846005,12.93045198477107,0,0.1491794983375328,0,0,Standard
1,8.799746132333585,13.314897474895869,0.0109403173351261,13.314897474895869,0,0.007281539142704505,0,0,Standard
1,8.308997364149148,13.02410619545173,0.0089567042759809,13.02410619545173,0,0.00027821138425275765,0,0,Standard
1,9.049048924108613,13.177799143894518,0.0161011297719907,13.177799143894518,0,0.02940892794278615,0,0,Standard
1,9.371502982088527,13.450327522644857,0.0169259349868298,13.450327522644857,0,0.21995206686284505,0,0,Standard
1,8.401360253083467,12.14650054461923,0.0236271318772364,12.14650054461923,0,0.00023463862202390703,0,0,Standard
0,9.845610527615898,12.096052178031286,0.1053476917224038,0.0,1,0.7334287122277678,1,1,High
1,0.0,13.085291924136444,0.0,13.085291924136444,0,8.098718714695419e-26,0,0,Standard
1,10.067931927174124,13.057624473524813,0.0503008737257259,13.057624473524813,1,0.9519735836069028,1,1,High
1,8.791406972240878,12.90735861610345,0.0163079720225616,12.90735861610345,0,0.004857205817477939,0,0,Standard
1,9.621503879986792,12.920347849170932,0.0369234727791238,12.920347849170932,0,0.49130234490100455,0,0,Review
1,9.5666180370101,13.03069465543733,0.0312997722854236,13.03069465543733,0,0.41795516670984606,0,0,Review
1,9.018351436294378,13.065759078249773,0.0174655187564859,13.065759078249773,0,0.02232183287503757,0,0,Standard
1,9.225169869422182,13.07902806046698,0.0211957490204766,13.07902806046698,0,0.07772924515605406,0,0,Standard
0,9.3495073547893,12.372083570907218,0.0486716286303099,0.0,0,0.0772039580863583,0,0,Standard
1,7.938531170046658,13.1614193077509,0.00538982151871,13.1614193077509,0,3.357005866308197e-05,0,0,Standard
0,9.512250740438596,12.052805608508924,0.0788172826623659,0.0,0,0.18970135869261492,0,0,Standard
0,8.677153249794028,12.11129416434908,0.0322477866999483,0.0,0,0.0008325421615469757,0,0,Standard
1,9.128674681311304,13.184180624231336,0.0173248641016813,13.184180624231336,0,0.047617062944509035,0,0,Standard
1,8.81643222419267,12.83910648604688,0.0179024107866222,12.83910648604688,0,0.00536670812956085,0,0,Standard
0,9.480996319080443,12.252269927273904,0.0625777731944587,0.0,0,0.16327539552058667,0,0,Standard
1,6.759811960230863,12.857329239995869,0.0022458419545425,12.857329239995869,0,2.043458223005053e-08,0,0,Standard
0,10.002005309831864,12.004603742696371,0.1349787896135159,0.0,0,0.9083825824250151,1,1,High
0,9.26036786557583,12.50505008446307,0.0389773864416538,0.0,0,0.047814390398009395,0,0,Standard
1,8.802420252792906,12.805692795529804,0.0182531031527128,12.805692795529804,0,0.004790132280459585,0,0,Standard
1,9.277703649729558,13.175603587321284,0.0202826075479735,13.175603587321284,0,0.11203501647599098,0,0,Standard
1,8.626779167230081,12.700463352890498,0.0170115901613546,12.700463352890498,0,0.0014758372579594175,0,0,Standard
0,8.81929282947601,12.574131723617851,0.0234008414569529,0.0,0,0.0030908592768853463,0,0,Standard
1,9.818212848474891,12.793989413079688,0.0510051720080976,12.793989413079688,1,0.7726730012702492,1,1,High
